olinkID	UNIPROT	TargetFullName	Target	uniprot_gn_symbol	entrezgene_id	entrezgene_accession	hgnc_id	hgnc_symbol	external_gene_name	gene_biotype	CHR	START_hg19	END_hg19	strand_hg19	START_hg38	END_hg38	strand_hg38	uniprot_gn_id
OID42662	Q6ZVL6	UPF0606 protein KIAA1549L	KIAA1549L	KIAA1549L	25758	KIAA1549L	HGNC:24836	KIAA1549L	KIAA1549L	protein_coding	11	33563877	33695646	+	33376108	33674102	+	Q6ZVL6
OID42663	O43896	Kinesin-like protein KIF1C	KIF1C	KIF1C	10749	KIF1C	HGNC:6317	KIF1C	KIF1C	protein_coding	17	4901243	4931694	+	4997950	5028401	+	O43896
OID42664	Q96Q89	Kinesin-like protein KIF20B	KIF20B	KIF20B	9585	KIF20B	HGNC:7212	KIF20B	KIF20B	protein_coding	10	91461367	91534700	+	89701590	89774939	+	Q96Q89
OID42665	Q86VH2	Kinesin-like protein KIF27	KIF27	KIF27	55582	KIF27	HGNC:18632	KIF27	KIF27	protein_coding	9	86451615	86536380	-	83834099	83921465	-	Q86VH2
OID42666	Q9Y496	Kinesin-like protein KIF3A	KIF3A	KIF3A	11127	KIF3A	HGNC:6319	KIF3A	KIF3A	protein_coding	5	132028323	132073265	-	132692628	132737638	-	Q9Y496
OID42667	O95239	Chromosome-associated kinesin KIF4A	KIF4A	KIF4A	24137	KIF4A	HGNC:13339	KIF4A	KIF4A	protein_coding	X	69509879	69640774	+	70290104	70420886	+	O95239
OID42668	Q92845	Kinesin-associated protein 3	KIFAP3	KIFAP3	22920	KIFAP3	HGNC:17060	KIFAP3	KIFAP3	protein_coding	1	169890470	170043879	-	169921326	170085208	-	Q92845
OID42669	Q9BW19	Kinesin-like protein KIFC1	KIFC1	KIFC1	3833	KIFC1	HGNC:6389	KIFC1	KIFC1	protein_coding	6	33359313	33377699	+	33391823	33409896	+	Q9BW19
OID42672	P43629	Killer cell immunoglobulin-like receptor 3DL1	KIR3DL1	KIR3DL1	3811	KIR3DL1	HGNC:6338	KIR3DL1	KIR3DL1	protein_coding	19	55297774	55378670	+	54816468	54830778	+	P43629
OID42673	P43630	Killer cell immunoglobulin-like receptor 3DL2	KIR3DL2	KIR3DL2	3812	KIR3DL2	HGNC:6339	KIR3DL2	KIR3DL2	protein_coding	19	55361898	55378670	+	54850443	54867207	+	P43630
OID42674	Q96J84	Kin of IRRE-like protein 1	KIRREL1	KIRREL1	55243	KIRREL1	HGNC:15734	KIRREL1	KIRREL1	protein_coding	1	157963063	158065844	+	157993273	158100262	+	Q96J84
OID42675	Q6UWL6	Kin of IRRE-like protein 2	KIRREL2	KIRREL2	84063	KIRREL2	HGNC:18816	KIRREL2	KIRREL2	protein_coding	19	36347810	36358048	+	35855861	35867136	+	Q6UWL6
OID42676	O43474	Krueppel-like factor 4	KLF4	KLF4	9314	KLF4	HGNC:6348	NA	KLF4	protein_coding	9	110247133	110252047	-	107484852	107490482	-	A0A087X0S4
OID42677	O60662	Kelch-like protein 41	KLHL41	KLHL41	10324	KLHL41	HGNC:16905	KLHL41	KLHL41	protein_coding	2	170336006	170382772	+	169509702	169526258	+	O60662
OID42678	Q9UKR0	Kallikrein-12	KLK12	KLK12	43849	KLK12	HGNC:6360	KLK12	KLK12	protein_coding	19	51532348	51538148	-	51029092	51035230	-	Q9UKR0
OID42679	Q9UKQ9	Kallikrein-9	KLK9	KLK9	284366	KLK9	HGNC:6370	KLK9	KLK9	protein_coding	19	51499264	51512890	-	50996018	51009634	-	Q9UKQ9
OID42680	P26715	NKG2-A/NKG2-B type II integral membrane protein	KLRC1	KLRC1	3821	KLRC1	HGNC:6374	KLRC1	KLRC1	protein_coding	12	10594863	10607215	-	10442264	10454685	-	P26715
OID42681	Q9NZS2	Killer cell lectin-like receptor subfamily F member 1	KLRF1	KLRF1	51348	KLRF1	HGNC:13342	KLRF1	KLRF1	protein_coding	12	9980077	9997603	+	9827481	9845007	+	Q9NZS2
OID42682	P02533	Keratin, type I cytoskeletal 14	KRT14	KRT14	3861	KRT14	HGNC:6416	KRT14	KRT14	protein_coding	17	39738531	39743147	-	41582279	41586895	-	P02533
OID42683	Q04695	Keratin, type I cytoskeletal 17	KRT17	KRT17	3872	KRT17	HGNC:6427	KRT17	KRT17	protein_coding	17	39775692	39780882	-	41619442	41624842	-	Q04695
OID42684	P13647	Keratin, type II cytoskeletal 5	KRT5	KRT5	3852	KRT5	HGNC:6442	KRT5	KRT5	protein_coding	12	52908359	52914243	-	52514575	52520394	-	P13647
OID42685	P05787	Keratin, type II cytoskeletal 8	KRT8	KRT8	3856	KRT8	HGNC:6446	KRT8	KRT8	protein_coding	12	53290971	53343650	-	52897187	52949954	-	P05787
OID42686	Q9UN81	LINE-1 retrotransposable element ORF1 protein	L1RE1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OID42687	P25391	Laminin subunit alpha-1	LAMA1	LAMA1	284217	LAMA1	HGNC:6481	LAMA1	LAMA1	protein_coding	18	6941743	7117813	-	6941742	7117797	-	P25391
OID42688	P28838	Cytosol aminopeptidase	LAP3	LAP3	51056	LAP3	HGNC:18449	LAP3	LAP3	protein_coding	4	17578927	17609590	+	17577198	17607972	+	P28838
OID42689	Q8N3X6	Ligand-dependent nuclear receptor corepressor-like protein	LCORL	LCORL	254251	LCORL	HGNC:30776	LCORL	LCORL	protein_coding	4	17844839	18023483	-	17841187	18021876	-	Q8N3X6
OID42690	Q6ZMV7	Protein LEKR1	LEKR1	LEKR1	389170	LEKR1	HGNC:33765	LEKR1	LEKR1	protein_coding	3	156544096	156763918	+	156825481	157046129	+	Q6ZMV7
OID42691	Q5T871	Late cornified envelope-like proline-rich protein 1	LELP1	LELP1	149018	LELP1	HGNC:32046	LELP1	LELP1	protein_coding	1	153175906	153177601	+	153203430	153205120	+	Q5T871
OID42692	Q8WVC0	RNA polymerase-associated protein LEO1	LEO1	LEO1	123169	LEO1	HGNC:30401	LEO1	LEO1	protein_coding	15	52230222	52263958	-	51938025	51971778	-	Q8WVC0
OID42693	P01229	Lutropin subunit beta	LHB	LHB	3972	LHB	HGNC:6584	LHB	LHB	protein_coding	19	49519237	49520347	-	49015980	49017091	-	P01229
OID42694	P15018	Leukemia inhibitory factor	LIF	LIF	3976	LIF	HGNC:6596	LIF	LIF	protein_coding	22	30636436	30642840	-	30240453	30246759	-	P15018
OID42695	P49916	DNA ligase 3	LIG3	LIG3	3980	LIG3	HGNC:6600	LIG3	LIG3	protein_coding	17	33307517	33332088	+	34980512	35009743	+	P49916
OID42696	P59901	Leukocyte immunoglobulin-like receptor subfamily A member 4	LILRA4	LILRA4	23547	LILRA4	HGNC:15503	LILRA4	LILRA4	protein_coding	19	54844692	54850421	-	54308915	54339162	-	P59901
OID42697	Q8NHJ6	Leukocyte immunoglobulin-like receptor subfamily B member 4	LILRB4	LILRB4	11006	LILRB4	HGNC:6608	LILRB4	LILRB4	protein_coding	19	55155340	55179846	+	54643915	54670359	+	Q8NHJ6
OID42698	Q6P5Q4	Leiomodin-2	LMOD2	LMOD2	442721	LMOD2	HGNC:6648	LMOD2	LMOD2	protein_coding	7	123295861	123304147	+	123655866	123664290	+	Q6P5Q4
OID42699	O60711	Leupaxin	LPXN	LPXN	9404	LPXN	HGNC:14061	LPXN	LPXN	protein_coding	11	58294344	58345693	-	58526871	58578220	-	O60711
OID42700	P50851	Lipopolysaccharide-responsive and beige-like anchor protein	LRBA	LRBA	987	LRBA	HGNC:1742	LRBA	LRBA	protein_coding	4	151185811	151936649	-	150264435	151015727	-	P50851
OID42701	Q9ULH4	Leucine-rich repeat and fibronectin type-III domain-containing protein 2	LRFN2	LRFN2	57497	LRFN2	HGNC:21226	LRFN2	LRFN2	protein_coding	6	40359373	40555126	-	40391591	40587364	-	Q9ULH4
OID42702	Q6UXM1	Leucine-rich repeats and immunoglobulin-like domains protein 3	LRIG3	LRIG3	121227	LRIG3	HGNC:30991	LRIG3	LRIG3	protein_coding	12	59265937	59314319	-	58872149	58920504	-	Q6UXM1
OID42703	P98164	Low-density lipoprotein receptor-related protein 2	LRP2	LRP2	4036	LRP2	HGNC:6694	LRP2	LRP2	protein_coding	2	169983619	170219122	-	169127109	169362534	-	P98164
OID42704	Q9P2M1	LRP2-binding protein	LRP2BP	LRP2BP	55805	LRP2BP	HGNC:25434	LRP2BP	LRP2BP	protein_coding	4	186285032	186300152	-	185363872	185395924	-	Q9P2M1
OID42705	Q5VT99	Leucine-rich repeat-containing protein 38	LRRC38	LRRC38	126755	LRRC38	HGNC:27005	LRRC38	LRRC38	protein_coding	1	13801445	13840242	-	13474973	13514003	-	Q5VT99
OID42706	Q96CN5	Leucine-rich repeat-containing protein 45	LRRC45	LRRC45	201255	LRRC45	HGNC:28302	LRRC45	LRRC45	protein_coding	17	79981280	79989027	+	82023305	82031151	+	Q96CN5
OID42707	Q32MZ4	Leucine-rich repeat flightless-interacting protein 1	LRRFIP1	LRRFIP1	9208	LRRFIP1	HGNC:6702	LRRFIP1	LRRFIP1	protein_coding	2	238536224	238690290	+	237627587	237813682	+	Q32MZ4
OID42708	Q6UXK5	Leucine-rich repeat neuronal protein 1	LRRN1	LRRN1	57633	LRRN1	HGNC:20980	LRRN1	LRRN1	protein_coding	3	3841121	3889387	+	3799431	3849834	+	Q6UXK5
OID42709	Q9HBL6	Leucine-rich repeat and transmembrane domain-containing protein 1	LRTM1	LRTM1	57408	LRTM1	HGNC:25023	LRTM1	LRTM1	protein_coding	3	54952381	54962072	-	54918231	54967088	-	Q9HBL6
OID42710	Q9H089	Large subunit GTPase 1 homolog	LSG1	LSG1	55341	LSG1	HGNC:25652	LSG1	LSG1	protein_coding	3	194361517	194393206	-	194640791	194672463	-	Q9H089
OID42711	O15116	U6 snRNA-associated Sm-like protein LSm1	LSM1	LSM1	27257	LSM1	HGNC:20472	LSM1	LSM1	protein_coding	8	38020839	38034248	-	38163335	38176730	-	O15116
OID42712	O95777	U6 snRNA-associated Sm-like protein LSm8	LSM8	LSM8	51691	LSM8	HGNC:20471	LSM8	LSM8	protein_coding	7	117824086	117844093	+	118184144	118204035	+	O95777
OID42713	Q9NS15	Latent-transforming growth factor beta-binding protein 3	LTBP3	LTBP3	4054	LTBP3	HGNC:6716	LTBP3	LTBP3	protein_coding	11	65306030	65326253	-	65538559	65558930	-	Q9NS15
OID42714	Q8WV07	Protein LTO1 homolog	LTO1	LTO1	220064	LTO1	HGNC:17589	LTO1	LTO1	protein_coding	11	69471368	69490165	-	69653076	69675416	-	Q8WV07
OID42715	Q9NQ29	Putative RNA-binding protein Luc7-like 1	LUC7L	LUC7L	55692	LUC7L	HGNC:6723	LUC7L	LUC7L	protein_coding	16	238970	385566	-	188969	229463	-	Q9NQ29
OID42716	O95232	Luc7-like protein 3	LUC7L3	LUC7L3	51747	LUC7L3	HGNC:24309	LUC7L3	LUC7L3	protein_coding	17	48796926	48830072	+	50719565	50756219	+	O95232
OID42717	Q9NX58	Cell growth-regulating nucleolar protein	LYAR	LYAR	55646	LYAR	HGNC:26021	LYAR	LYAR	protein_coding	4	4269429	4291896	-	4267701	4290154	-	Q9NX58
OID42718	Q8N2G4	Ly6/PLAUR domain-containing protein 1	LYPD1	LYPD1	116372	LYPD1	HGNC:28431	LYPD1	LYPD1	protein_coding	2	133402337	133429070	-	132643286	132671579	-	Q8N2G4
OID42719	Q6UX82	Ly6/PLAUR domain-containing protein 8	LYPD8	LYPD8	646627	LYPD8	HGNC:44208	LYPD8	LYPD8	protein_coding	1	248902717	248903151	-	248718649	248755759	-	Q6UX82
OID42720	O95372	Acyl-protein thioesterase 2	LYPLA2	LYPLA2	11313	LYPLA2	HGNC:6738	LYPLA2	LYPLA2	protein_coding	1	24117646	24122029	+	23791110	23795539	+	O95372
OID42721	Q7Z3D4	LysM and putative peptidoglycan-binding domain-containing protein 3	LYSMD3	LYSMD3	116068	LYSMD3	HGNC:26969	LYSMD3	LYSMD3	protein_coding	5	89811445	89825401	-	90515611	90529584	-	Q7Z3D4
OID42722	Q7Z4W2	Lysozyme-like protein 2	LYZL2	LYZL2	119180	LYZL2	HGNC:29613	LYZL2	LYZL2	protein_coding	10	30900708	30918647	-	30611779	30629762	-	Q7Z4W2
OID42723	Q9UPN3	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/4/5	MACF1	MACF1	23499	MACF1	HGNC:13664	NA	MACF1	protein_coding	1	39547089	39952810	+	39081316	39487177	+	E9PLY0
OID42724	Q7L5Y9	E3 ubiquitin-protein transferase MAEA	MAEA	MAEA	10296	MAEA	HGNC:13731	MAEA	MAEA	protein_coding	4	1283672	1333925	+	1289887	1340147	+	Q7L5Y9
OID42725	P43357	Melanoma-associated antigen 3/6	MAGEA3	MAGEA3	4102	MAGEA3	HGNC:6801	MAGEA3	MAGEA3	protein_coding	X	151934652	151938240	-	152698767	152702347	+	NA
OID42725	P43360	Melanoma-associated antigen 3/6	MAGEA3	MAGEA6	4102	MAGEA3	HGNC:6804	MAGEA6	MAGEA6	protein_coding	X	151934652	151938240	-	152698767	152702347	+	NA
OID42726	O15479	Melanoma-associated antigen B2	MAGEB2	MAGEB2	4113	MAGEB2	HGNC:6809	MAGEB2	MAGEB2	protein_coding	X	30233675	30238206	+	30215563	30220089	+	O15479
OID42727	Q9UBF1	Melanoma-associated antigen C2	MAGEC2	MAGEC2	51438	MAGEC2	HGNC:13574	MAGEC2	MAGEC2	protein_coding	X	141290128	141293076	-	142202342	142205290	-	Q9UBF1
OID42728	Q9Y5V3	Melanoma-associated antigen D1	MAGED1	MAGED1	9500	MAGED1	HGNC:6813	MAGED1	MAGED1	protein_coding	X	51546155	51645450	+	51803007	51902354	+	Q9Y5V3
OID42729	Q6UXC1	Apical endosomal glycoprotein	MAMDC4	MAMDC4	158056	MAMDC4	HGNC:24083	MAMDC4	MAMDC4	protein_coding	9	139746819	139755251	+	136850943	136860799	+	Q6UXC1
OID42730	Q5VSG8	Glycoprotein endo-alpha-1,2-mannosidase-like protein	MANEAL	MANEAL	149175	MANEAL	HGNC:26452	MANEAL	MANEAL	protein_coding	1	38259774	38267278	+	37793847	37801137	+	Q5VSG8
OID42731	A6NHS7	MANSC domain-containing protein 4	MANSC4	MANSC4	100287284	MANSC4	HGNC:40023	MANSC4	MANSC4	protein_coding	12	27915599	27924209	-	27762427	27780236	-	A6NHS7
OID42732	Q9H492	Microtubule-associated proteins 1A/1B light chain 3A	MAP1LC3A	MAP1LC3A	84557	MAP1LC3A	HGNC:6838	MAP1LC3A	MAP1LC3A	protein_coding	20	33134688	33148149	+	34546854	34560345	+	Q9H492
OID42733	A6NCE7	Microtubule-associated proteins 1A/1B light chain 3 beta 2	MAP1LC3B2	MAP1LC3B2	643246	MAP1LC3B2	HGNC:34390	MAP1LC3B2	MAP1LC3B2	protein_coding	12	116997186	117014425	+	116550742	116576606	+	A6NCE7
OID42735	Q56UN5	Mitogen-activated protein kinase kinase kinase 19	MAP3K19	MAP3K19	80122	MAP3K19	HGNC:26249	MAP3K19	MAP3K19	protein_coding	2	135722273	135805038	-	134964485	135047468	-	Q56UN5
OID42736	Q99683	Mitogen-activated protein kinase kinase kinase 5	MAP3K5	MAP3K5	4217	MAP3K5	HGNC:6857	MAP3K5	MAP3K5	protein_coding	6	136878187	137113656	-	136557046	136793097	-	Q99683
OID42737	Q49MG5	Microtubule-associated protein 9	MAP9	MAP9	79884	MAP9	HGNC:26118	MAP9	MAP9	protein_coding	4	156263812	156298122	-	155342658	155376970	-	Q49MG5
OID42738	O15264	Mitogen-activated protein kinase 13	MAPK13	MAPK13	5603	MAPK13	HGNC:6875	MAPK13	MAPK13	protein_coding	6	36098261	36112301	+	36127809	36144524	+	O15264
OID42739	P49137	MAP kinase-activated protein kinase 2	MAPKAPK2	MAPKAPK2	9261	MAPKAPK2	HGNC:6887	MAPKAPK2	MAPKAPK2	protein_coding	1	206858365	206907630	+	206684905	206734281	+	P49137
OID42740	Q9UPY8	Microtubule-associated protein RP/EB family member 3	MAPRE3	MAPRE3	22924	MAPRE3	HGNC:6892	MAPRE3	MAPRE3	protein_coding	2	27193525	27250087	+	26970637	27027219	+	Q9UPY8
OID42741	P10636	Microtubule-associated protein tau	MAPT	MAPT	4137	MAPT	HGNC:6893	MAPT	MAPT	protein_coding	17	43971748	44105699	+	45894527	46028334	+	P10636
OID42742	Q96A59	MARVEL domain-containing protein 3	MARVELD3	MARVELD3	91862	MARVELD3	HGNC:30525	MARVELD3	MARVELD3	protein_coding	16	71660056	71675868	+	71626161	71641965	+	Q96A59
OID42743	Q7Z434	Mitochondrial antiviral-signaling protein	MAVS	MAVS	57506	MAVS	HGNC:29233	MAVS	MAVS	protein_coding	20	3827446	3856770	+	3846799	3876123	+	Q7Z434
OID42744	P61244	Protein max	MAX	MAX	4149	MAX	HGNC:6913	MAX	MAX	protein_coding	14	65472819	65569413	-	65006174	65102695	-	P61244
OID42745	Q7L590	Protein MCM10 homolog	MCM10	MCM10	55388	MCM10	HGNC:18043	MCM10	MCM10	protein_coding	10	13203554	13253104	+	13161558	13211110	+	Q7L590
OID42746	Q8TC05	Nuclear protein MDM1	MDM1	MDM1	56890	MDM1	HGNC:29917	MDM1	MDM1	protein_coding	12	68688346	68726161	-	68294566	68332381	-	Q8TC05
OID42748	Q13503	Mediator of RNA polymerase II transcription subunit 21	MED21	MED21	9412	MED21	HGNC:11473	MED21	MED21	protein_coding	12	27175455	27183606	+	27022546	27066240	+	Q13503
OID42749	Q96HR3	Mediator of RNA polymerase II transcription subunit 30	MED30	MED30	90390	MED30	HGNC:23032	MED30	MED30	protein_coding	8	118532965	118552501	+	117520713	117540262	+	Q96HR3
OID42750	A6BM72	Multiple epidermal growth factor-like domains protein 11	MEGF11	MEGF11	84465	MEGF11	HGNC:29635	MEGF11	MEGF11	protein_coding	15	66187634	66546075	-	65895079	66253756	-	A6BM72
OID42751	Q99687	Homeobox protein Meis3	MEIS3	MEIS3	56917	MEIS3	HGNC:29537	MEIS3	MEIS3	protein_coding	19	47906375	47922785	-	47403124	47419527	-	Q99687
OID42752	P50221	Homeobox protein MOX-1	MEOX1	MEOX1	4222	MEOX1	HGNC:7013	MEOX1	MEOX1	protein_coding	17	41717758	41739262	-	43640389	43661922	-	P50221
OID42753	P53582	Methionine aminopeptidase 1	METAP1	METAP1	23173	METAP1	HGNC:15789	METAP1	METAP1	protein_coding	4	99916788	99983960	+	98995659	99062809	+	P53582
OID42754	Q5U5Q3	RNA-binding E3 ubiquitin-protein ligase MEX3C	MEX3C	MEX3C	51320	MEX3C	HGNC:28040	MEX3C	MEX3C	protein_coding	18	48700920	48724051	-	51174550	51218333	-	Q5U5Q3
OID42755	O75121	Microfibrillar-associated protein 3-like	MFAP3L	MFAP3L	9848	MFAP3L	HGNC:29083	MFAP3L	MFAP3L	protein_coding	4	170907748	170947429	-	169986597	170032212	-	NA
OID42756	Q96AX9	E3 ubiquitin-protein ligase MIB2	MIB2	MIB2	142678	MIB2	HGNC:30577	MIB2	MIB2	protein_coding	1	1550795	1565990	+	1615454	1630605	+	Q96AX9
OID42757	Q8IY33	MICAL-like protein 2	MICALL2	MICALL2	79778	MICALL2	HGNC:29672	MICALL2	MICALL2	protein_coding	7	1473995	1499109	-	1428465	1459470	-	Q8IY33
OID42758	Q7Z6M3	Allergin-1	MILR1	MILR1	284021	MILR1	HGNC:27570	MILR1	MILR1	protein_coding	17	62461569	62464760	+	64449037	64468643	+	Q7Z6M3
OID42759	Q8NBR6	Ubiquitin carboxyl-terminal hydrolase MINDY-2	MINDY2	MINDY2	54629	MINDY2	HGNC:26954	MINDY2	MINDY2	protein_coding	15	59063393	59149734	+	58771192	58861900	+	Q8NBR6
OID42760	P46013	Proliferation marker protein Ki-67	MKI67	MKI67	4288	MKI67	HGNC:7107	MKI67	MKI67	protein_coding	10	129894925	129924468	-	128096659	128126423	-	P46013
OID42761	Q03111	Protein ENL	MLLT1	MLLT1	4298	MLLT1	HGNC:7134	MLLT1	MLLT1	protein_coding	19	6210392	6279959	-	6210381	6279975	-	Q03111
OID42762	Q96EY8	Corrinoid adenosyltransferase MMAB	MMAB	MMAB	326625	MMAB	HGNC:19331	MMAB	MMAB	protein_coding	12	109991521	110011358	-	109553715	109573580	-	Q96EY8
OID42763	P45452	Collagenase 3	MMP13	MMP13	4322	MMP13	HGNC:7159	MMP13	MMP13	protein_coding	11	102813721	102826463	-	102942995	102955732	-	P45452
OID42764	P22033	Methylmalonyl-CoA mutase, mitochondrial	MMUT	MMUT	4594	MMUT	HGNC:7526	MMUT	MMUT	protein_coding	6	49398073	49431041	-	49430360	49463253	-	P22033
OID42765	Q10571	Transcriptional activator MN1	MN1	MN1	4330	MN1	HGNC:7180	MN1	MN1	protein_coding	22	28144265	28197486	-	27748277	27801756	-	Q10571
OID42766	P51948	CDK-activating kinase assembly factor MAT1	MNAT1	MNAT1	4331	MNAT1	HGNC:7181	MNAT1	MNAT1	protein_coding	14	61201459	61435398	+	60734742	60982585	+	P51948
OID42767	Q9UQ07	MAPK/MAK/MRK overlapping kinase	MOK	MOK	5891	MOK	HGNC:9833	MOK	MOK	protein_coding	14	102690834	102771537	-	102224500	102305190	-	Q9UQ07
OID42768	Q9UBU8	Mortality factor 4-like protein 1	MORF4L1	MORF4L1	10933	MORF4L1	HGNC:16989	MORF4L1	MORF4L1	protein_coding	15	79165123	79190081	+	78810487	78898139	+	Q9UBU8
OID42769	Q8NDC4	MORN repeat-containing protein 4	MORN4	MORN4	118812	MORN4	HGNC:24001	MORN4	MORN4	protein_coding	10	99374310	99393913	-	97614553	97633500	-	Q8NDC4
OID42770	Q99550	M-phase phosphoprotein 9	MPHOSPH9	MPHOSPH9	10198	MPHOSPH9	HGNC:7215	MPHOSPH9	MPHOSPH9	protein_coding	12	123640946	123717658	-	123152320	123244014	-	Q99550
OID42771	P25325	3-mercaptopyruvate sulfurtransferase	MPST	MPST	4357	MPST	HGNC:7223	MPST	MPST	protein_coding	22	37415683	37425863	+	37019635	37029821	+	P25325
OID42772	Q8TCY5	Melanocortin-2 receptor accessory protein	MRAP	MRAP	56246	MRAP	HGNC:1304	MRAP	MRAP	protein_coding	21	33664124	33687094	+	32291813	32314784	+	Q8TCY5
OID42773	Q9BV20	Methylthioribose-1-phosphate isomerase	MRI1	MRI1	84245	MRI1	HGNC:28469	MRI1	MRI1	protein_coding	19	13875337	13885096	+	13764522	13774282	+	Q9BV20
OID42774	Q9H2W6	39S ribosomal protein L46, mitochondrial	MRPL46	MRPL46	26589	MRPL46	HGNC:1192	MRPL46	MRPL46	protein_coding	15	89002708	89010633	-	88459477	88511521	-	Q9H2W6
OID42775	Q86TS9	39S ribosomal protein L52, mitochondrial	MRPL52	MRPL52	122704	MRPL52	HGNC:16655	MRPL52	MRPL52	protein_coding	14	23299092	23304246	+	22829879	22835037	+	Q86TS9
OID42776	Q9Y3D3	28S ribosomal protein S16, mitochondrial	MRPS16	MRPS16	51021	MRPS16	HGNC:14048	MRPS16	MRPS16	protein_coding	10	75006446	75012451	-	73248843	73252693	-	Q9Y3D3
OID42777	Q9Y676	28S ribosomal protein S18b, mitochondrial	MRPS18B	MRPS18B	28973	MRPS18B	HGNC:14516	MRPS18B	MRPS18B	protein_coding	6	30585486	30594174	+	30617840	30626395	+	Q9Y676
OID42778	Q96E11	Ribosome-recycling factor, mitochondrial	MRRF	MRRF	92399	MRRF	HGNC:7234	MRRF	MRRF	protein_coding	9	125026882	125085742	+	122264603	122331337	+	Q96E11
OID42779	Q969V6	Myocardin-related transcription factor A	MRTFA	MRTFA	57591	MRTFA	HGNC:14334	MRTFA	MRTFA	protein_coding	22	40806292	41032690	-	40410281	40636719	-	Q969V6
OID42780	Q96KJ4	Mesothelin-like protein	MSLNL	MSLNL	NA		HGNC:14170	NA	MSLNL	protein_coding	16	NA	NA	NA	NA	NA	NA	H0YG18
OID42781	P11586	C-1-tetrahydrofolate synthase, cytoplasmic	MTHFD1	MTHFD1	4522	MTHFD1	HGNC:7432	MTHFD1	MTHFD1	protein_coding	14	64854759	64926725	+	64388031	64463457	+	P11586
OID42782	Q2M296	Methenyltetrahydrofolate synthase domain-containing protein	MTHFSD	MTHFSD	64779	MTHFSD	HGNC:25778	MTHFSD	MTHFSD	protein_coding	16	86563782	86588841	-	86530186	86555235	-	Q2M296
OID42783	Q99707	Methionine synthase	MTR	MTR	4548	MTR	HGNC:7468	MTR	MTR	protein_coding	1	236958581	237067281	+	236795260	236913424	+	Q99707
OID42784	Q9ULD2	Microtubule-associated tumor suppressor 1	MTUS1	MTUS1	57509	MTUS1	HGNC:29789	MTUS1	MTUS1	protein_coding	8	17501303	17658426	-	17643795	17801094	-	Q9ULD2
OID42785	Q5JR59	Microtubule-associated tumor suppressor candidate 2	MTUS2	MTUS2	23281	MTUS2	HGNC:20595	MTUS2	MTUS2	protein_coding	13	29598748	30080084	+	28820339	29505947	+	Q5JR59
OID42786	Q9H3R2	Mucin-13	MUC13	MUC13	56667	MUC13	HGNC:7511	MUC13	MUC13	protein_coding	3	124624289	124653595	-	124905442	124953819	-	Q9H3R2
OID42787	Q8N307	Mucin-20	MUC20	MUC20	200958	MUC20	HGNC:23282	MUC20	MUC20	protein_coding	3	195447753	195464540	+	195708154	195741123	+	Q8N307
OID42788	Q3MIW9	Mucin-like protein 3	MUCL3	MUCL3	135656	MUCL3	HGNC:21666	MUCL3	MUCL3	protein_coding	6	30908777	30921998	+	30934523	30954221	+	Q3MIW9
OID42789	Q03426	Mevalonate kinase	MVK	MVK	4598	MVK	HGNC:7530	MVK	MVK	protein_coding	12	110011500	110035071	+	109573255	109598125	+	Q03426
OID42790	Q9Y623	Myosin-4	MYH4	MYH4	4622	MYH4	HGNC:7574	MYH4	MYH4	protein_coding	17	10346608	10372876	-	10443290	10469559	-	Q9Y623
OID42791	A7E2Y1	Myosin-7B	MYH7B	MYH7B	57644	MYH7B	HGNC:15906	NA	MYH7B	protein_coding	20	33543704	33590240	+	34955810	35002437	+	Q5JW46
OID42792	P05976	Myosin light chain 1/3, skeletal muscle isoform	MYL1	MYL1	4632	MYL1	HGNC:7582	MYL1	MYL1	protein_coding	2	211154868	211179895	-	210290150	210315174	-	P05976
OID42793	Q96A32	Myosin regulatory light chain 11	MYL11	MYL11	29895	MYL11	HGNC:29824	MYL11	MYL11	protein_coding	16	30386123	30389310	+	30370934	30377991	+	Q96A32
OID42794	P08590	Myosin light chain 3	MYL3	MYL3	4634	MYL3	HGNC:7584	MYL3	MYL3	protein_coding	3	46899357	46904973	-	46835110	46882178	-	P08590
OID42795	P14649	Myosin light chain 6B	MYL6B	MYL6B	140465	MYL6B	HGNC:29823	MYL6B	MYL6B	protein_coding	12	56546204	56551771	+	56152256	56159647	+	P14649
OID42796	Q9UM54	Unconventional myosin-VI	MYO6	MYO6	4646	MYO6	HGNC:7605	NA	MYO6	protein_coding	6	76458909	76629254	+	75749201	75919537	+	A0A1Y0BRN3
OID42797	Q13459	Unconventional myosin-IXb	MYO9B	MYO9B	4650	MYO9B	HGNC:7609	MYO9B	MYO9B	protein_coding	19	17186591	17324104	+	17075777	17214537	+	Q13459
OID42798	P52179	Myomesin-1	MYOM1	MYOM1	8736	MYOM1	HGNC:7613	MYOM1	MYOM1	protein_coding	18	3066805	3220106	-	3066807	3219968	-	P52179
OID42799	P54296	Myomesin-2	MYOM2	MYOM2	9172	MYOM2	HGNC:7614	MYOM2	MYOM2	protein_coding	8	1993158	2093380	+	2045046	2165552	+	P54296
OID42800	Q08AG7	Mitotic-spindle organizing protein 1	MZT1	MZT1	440145	MZT1	HGNC:33830	MZT1	MZT1	protein_coding	13	73282495	73301938	-	72708367	72727629	-	Q08AG7
